id;prt_id;biotype;source;info;Sample_121;Sample_122;Sample_123;Sample_124;Sample_125;Sample_126;Sample_127;Sample_128;Sample_129;Sample_130;Sample_131;Sample_132;Sample_133;Sample_134;Sample_135;Sample_136;Sample_137;Sample_138;Sample_295;Sample_296;Sample_297;Sample_298;Sample_299;Sample_300;Sample_304;Sample_305;Sample_306;Sample_301;Sample_302;Sample_303;Sample_247;Sample_248;Sample_249
AL100U10010;AL100U10010;protein_coding;phytozomev11;protein_coding;1.33842189879412;1.49003533878457;1.56812882285319;4.24778157019059;5.91370651467343;6.23599964682545;2.22645374654938;2.73927565749969;2.00033332631506;0.535901049346158;0.443798398805091;0.745683701907206;0.275152282055929;0.250234982278662;0.304900111390645;0.567626203467041;0.853426866786342;0.964488214793875;0.808204289231039;0.657460759528037;0.404472629665742;1.8548911623231;2.37880561862602;2.81025182037504;2.82492147009307;3.40440994591537;2.84399448371259;3.11486110335821;3.33269172102644;3.00603698782305;0.287482880351654;0.322720443869841;0.217815262471194
ALlnc_1448;AL100U10010;lnc_exonic_antisense;DevSeq;lnc_exonic_antisense;0.320203826869168;0;0;0.77006906555165;0.397715042005099;0.186255922965838;0.207827814830711;0;0.886466157568565;0;0.536201359586804;0.165641217035206;0;0.699490106513161;0;1.54880802064915;0.372463228261612;0.235949832740339;0.216907412681435;0.228090417146609;0.223131212590074;1.88204374195297;3.7285408921281;4.11224418769328;2.57831670038115;2.22736457959267;2.06744994942599;4.02535539270099;5.72788326963836;5.28277768056507;0;0;0.285945602853092
AL144U10030;AL144U10030;protein_coding;phytozomev11;protein_coding;0.462732887018215;0.721320812129136;0.858470194808621;0.827624270676269;0.581300884415642;1.59106479414167;0;0;0;0.198661599630911;0.142636341997048;0.21830051728966;0;0;0;0;0.0486810280855721;0;0;0;0;0.219603464824113;0;0.158574481533192;0.0894196659346001;0;0.163484632593784;0.0859710655438771;0;0;0;0.0373909042254519;0
ALlnc_1464;AL144U10030;lnc_exonic_antisense;DevSeq;lnc_exonic_antisense;0.49358423460381;0.648107655124951;0.35523580282021;3.0922089939967;2.33829488514349;2.19850084021403;0;0;0;1.67484612805755;1.29905254362538;1.47848104771367;0.116606593041537;0;0;0.303370451371139;0.0635044282977678;0.0769183519060386;0.0767491816942185;0;0.0794236833021683;0;0.113628654789911;0.103115217659294;0;0;0.105899749783876;0.111412781075226;0;0.133166404492384;0.248419505906857;0.438097141475935;0.486624444046781
AL163U10020;AL163U10020;protein_coding;phytozomev11;protein_coding;0.201781050129155;0.199731306893207;0.260301390416311;5.3178953184424;5.6708054040074;5.61767665583932;0.107638175972093;0.0597427657733496;0.0382917154472188;5.50667767666399;5.8903836695458;6.13082790473751;3.44616217000261;4.1848104340194;3.53039837175247;0.279267445258758;0.0832874036103559;0.178349996384973;0.0612231434586429;0.0431442675827502;0.0847658431879894;0.0758853751236904;0.0615083323885657;0.0546199308918976;0.0310822315758617;0.0477330186103777;0.0851847774597008;0.119369831970823;0.12287188619078;0.0709257016344619;0;0.0128500310519843;0
ALlnc_1467;AL163U10020;lnc_exonic_antisense;DevSeq;lnc_exonic_antisense;0.0658388845947588;0.0708772005723828;0.0713897747550988;4.90941250351513;4.94632865059752;6.7393839105465;0;0.139478464699118;0;8.85437763754584;7.93228698192787;8.04876266166089;4.80110406965086;4.00629446315634;4.35066190852073;0.091028456165892;0.381384109871729;0.464233998291219;0.183692062158443;0;0.0949591993064001;0;0.135346167363177;0.123528653267839;0.276502221346699;0.318645066228552;0;0.133071266829216;0.184900489706966;0.159299893862754;0;0.0583663083866134;0.0584617403017323
AL163U10030;AL163U10030;protein_coding;phytozomev11;protein_coding;4.59145273906858;4.32773940084095;5.43495260336879;6.86516810129888;5.81012440023216;7.42234492366288;37.3898756909774;37.8802929586385;37.3514134336097;15.3422537009921;16.0176254287614;17.7730604063387;9.53817430712561;8.82288858255365;10.2207104562927;7.85974085284444;7.90796495939805;7.44303929464782;4.61591457726304;4.90572603868848;5.00809349567122;2.26252410277789;2.6283775443024;2.09476713984221;1.82537195545885;2.19392816774518;2.03025848705863;2.21019725809268;1.41348520334786;2.22020261245639;7.69237819582147;8.2328020812375;7.4753886834696
ALlnc_1468;AL163U10030;lnc_exonic_antisense;DevSeq;lnc_exonic_antisense;0.160795318116813;0.133403905276187;0.171056779955083;4.50876094569861;4.09856236672071;4.49785862054346;0.289408412206176;0.556240890383184;0.52267757574765;4.62248146573693;5.73676737362498;5.55459920276694;6.99634841695399;6.41299663636596;7.23629863063536;1.06318982489029;0.805422430484014;1.18108832447075;0.884514606845758;0.854672937084864;1.10185346211611;0.908343602874973;1.06471773332621;0.642785281004622;0.692271808859159;0.502049610343268;0.948706358567288;0.738637333226486;0.710220019099634;0.922099651355103;0.69365651814147;0.780213711267697;0.774867974253536
AL1G10020;AL1G10020;protein_coding;phytozomev11;protein_coding;0;0;0;0.017004828939492;0.017318330845832;0.032639624050468;0.0170882010876148;0;0.0364744970709605;0.114800248574538;0.0935436243353202;0.0571313234085012;0.641977196305994;0.395665444088213;0.380609278707221;0.0570156240774221;0.111088228982032;0.03774775143179;0.155576907816961;0.143902671220303;0.0403903054916145;0.0241047700789815;0.0586309847722627;0.0520454285776333;0.0296239012866014;0.068239665020444;0.108248976919627;0.113765315091738;0.0390278006916303;0;0.198302485902044;0.110193003462555;0.109357685439235
ALlnc_1;AL1G10020;lnc_exonic_antisense;DevSeq;lnc_exonic_antisense;0;0;0;0;0;0;0;0;0;0;0;0;0.789369321621654;0.841318547243836;0.539218531848456;0.429459665442362;0.143908813385979;0.961832110157439;1.8217254450275;1.37180753581116;2.06351628838981;0.429737038359478;0.51214630178529;0.116631805517976;0.653439949629337;0.502001378568062;0;0;0;0;0.112623881941531;0.0550905704603723;0
