id;prt_id;biotype;source;info;Sample_184;Sample_185;Sample_186;Sample_187;Sample_188;Sample_189;Sample_190;Sample_191;Sample_192;Sample_193;Sample_194;Sample_195;Sample_196;Sample_197;Sample_198;Sample_199;Sample_200;Sample_201;Sample_274;Sample_275;Sample_276;Sample_256;Sample_257;Sample_258
104798359;104798359;protein_coding;Gnomon;protein_coding;0.144952302046296;0.196887644293623;0.184652023402958;0.257426861279515;0.259809192730184;0.145656216229712;0.837136110618919;0.694093796982431;0.573045411960732;0.204513249513193;0.152069330092689;0.102340511179381;0.103034660227574;0.179138358890611;0.0589294001325879;0.0530050877531832;0.144083581167599;0.147128236402622;0.10825791240387;0.0969484123208828;0.106083786868723;0.112361865585912;0.126112208558222;0.29445935539275
THlnc_8017;104798359;lnc_exonic_antisense;DevSeq;lnc_exonic_antisense;0.419708906896481;0.106336908287838;0.321939724583865;0.643263689771064;0.622853439059175;0.504100883544628;1.60153217204633;0.739763707463498;0.634614269435051;0.962118026887332;0.873268552668986;0.568499919548103;0.36949805882699;0;0.297436428701613;0.11478897147543;0.247265324384177;0.255697420322422;0.67693173397867;0.525020710095566;0.286792909894423;0.403895718607723;0.367282423657953;0.455212465632143
104798362;104798362;protein_coding;Gnomon;protein_coding;2.92054034133828;3.1793032224664;3.09773281161977;13.1656222124726;13.9680958236967;14.255664951156;42.7115929175503;43.0705103984303;43.5504697811206;32.0917877481252;36.976324078179;34.2001039320944;33.6797294509694;30.1421442589994;33.5840548099566;36.9334481568384;44.9174211756631;43.2811745258753;14.277545275348;13.7015715372103;15.3368310489755;33.5973784477498;32.9044314691843;32.1680329351162
104798367;104798367;protein_coding;Gnomon;protein_coding;27.3762090130171;26.9641517224723;29.7527125476193;28.6930347211157;29.8590134638558;28.6357637577777;29.942569200833;29.4524110407655;28.0963909457968;28.560609434837;27.6305847679152;27.5548064844889;25.884861864946;24.9347762134721;25.4637186370399;31.2037609607382;29.3267201711691;29.0784491572424;33.411953682655;33.9218508716945;33.3645183635771;27.2483799716127;26.1382637424936;28.3709036043645
THlnc_8033;104798367;lnc_exonic_antisense;DevSeq;lnc_exonic_antisense;0.71271906626546;0.371643064071735;0.232323519778156;4.76456056377896;5.78769700756478;3.82936574196436;0.820063273270161;1.67822242322169;2.28657826149912;0.894824368101791;0.826796778666667;1.58744977046992;0.937748850271944;0.351652939871586;1.09208866721207;1.88388425374401;0.283191025791501;1.35933274440041;1.84237090302046;0.72711926370073;1.87634653435116;2.43697458247948;0.741666551541014;2.57057190098243
104798387;104798387;protein_coding;Gnomon;protein_coding;13.2521155179302;11.7046026256654;12.984933657415;14.3729951426652;13.8499012468581;15.677754067963;10.4557398044125;11.5271621525884;11.4416539390362;11.9807560062369;11.9553013786895;11.6915931861737;11.4640642395908;11.7317706277945;12.5825925570024;10.8329370128381;10.9814630744757;11.0938376263496;10.1777885685528;10.3472168941255;11.718129890389;13.5337539062376;14.3566377909779;14.1984044688362
104798384;104798387;lnc_intronic_antisense;Gnomon;lnc_intronic_antisense;0;0;0.217867062082717;0.514133532622694;0.271687535139028;0;0;0.653003301941303;0;0;0.166921454410713;0;0.315856288122799;0;0;0.256451244058657;0;0;0.606079658644327;0;0;0.175313864317659;0.398960522818614;0
104798406;104798406;protein_coding;Gnomon;protein_coding;0.200176344407322;0.116655460429521;0.437618719332303;0.40621818184399;0.64982169484046;0.552435740400957;0.0990732230280249;0.293194343454692;0.141478981448749;0.145170548308341;0.0674460592056052;0.2663269476338;0.18302644140954;0.212026154776134;0.162973170666153;0.125670527555839;0.204654860967349;0.174501032391121;0.128252296945305;0.0574242365012657;0.0628657181367585;0.155298592859985;0.199269171185593;0.255888468921676
THlnc_8037;104798406;lnc_exonic_antisense;DevSeq;lnc_exonic_antisense;0.274494008643471;0.284353934791861;0.088879683674172;0;0.11083380671618;0.337620464986784;0.210783716242307;0.371085230497698;0.184091549495857;0.153655383198558;0.0711074067813433;0.383649105440427;0.720378718559934;0.13550287235704;0.303550578044399;0.102683152303329;0.109085486162706;0.344683309072689;0.166108408614602;0.371608389610033;0.307252267511316;0.215486131033341;0.162060842205035;0.226869714799628
104798416;104798416;protein_coding;Gnomon;protein_coding;2.16987817843042;2.0722782722577;2.31583204097904;1.28325361231334;1.44157054864544;1.57851369510251;0.606372381282632;0.880997495392284;0.80875216914396;2.00786215136119;1.88805582918817;1.80025086826578;2.77587769996282;3.27986492809762;2.6703760016216;0.854175324161824;1.01125748028874;0.876483769475981;3.01646754332278;3.88724646239363;3.06628311757372;1.5182396517053;1.24118574570847;1.34134304953536
