id;prt_id;biotype;source;info;Sample_226;Sample_227;Sample_228;Sample_229;Sample_230;Sample_231;Sample_232;Sample_233;Sample_234;Sample_235;Sample_236;Sample_237;Sample_238;Sample_239;Sample_240;Sample_241;Sample_242;Sample_243;Sample_280;Sample_281;Sample_282;Sample_262;Sample_263;Sample_264
Bradi1g00253;Bradi1g00253;protein_coding;phytozomeV.11;protein_coding;0.0595098541630744;0;0.0545795021403553;0;0;0;0;0;0;0;0;0.0936865501716985;0;0.0983885330573746;0.0801360892254001;0;0;0;0.315082606590262;0;0.0883765312143798;0;0.0351797185322824;0.0592840662139363
BDlnc_2175;Bradi1g00253;lnc_exonic_antisense;DevSeq;lnc_exonic_antisense;0.895985453456615;1.19328361439508;0.410540324952214;1.1338604862324;0.773399899816791;1.05304072474031;0;0;0;1.36209680219896;1.54479760645943;1.01316774008915;1.21878165305121;1.01943770559711;0.942364190240755;0.281776830822025;0.831511174811754;0.552439505393779;1.18732493856327;1.21954227941514;0.914804091959001;0.57403373961605;0.759730867733776;0.72469846342658
Bradi1g00278;Bradi1g00278;protein_coding;phytozomeV.11;protein_coding;0;0;0;0.0667507494566428;0.0300837310519429;0.0163097499972142;0.0346323179888349;0.0728775999892557;0.0346662085516998;0.0881280985506595;0.162936005635666;0.109139462344411;0.248281653490277;0.269345616255054;0.215821197257284;0.123605553991382;0.191989411988899;0.167937744645209;1.05190488375856;1.62151879764891;1.53681423328957;0.299086712986749;0.329524697625297;0.220778587686956
BDlnc_5;Bradi1g00278;lnc_exonic_antisense;DevSeq;lnc_exonic_antisense;0;0;0;0;0;0;1.72431759353506;1.9647739418322;3.48700498776165;0.228083023296857;0;0.0498530224084391;0;0.104523761109796;0.0426237559359038;0.079559242783027;0.117749041362102;0;0;0;0;0.0863582854943087;0.0375020912118911;0
Bradi1g00291;Bradi1g00291;protein_coding;phytozomeV.11;protein_coding;0.0626916152815091;0.0701921130492402;0;0;0;0;0;0;0;0.112964671223288;0;0.0493771710733712;0.0505247465362235;0.103555030604874;0.168879381000586;0.157626378883178;0.0583076397995372;0.0776342521776192;0.110529090387324;0.24155924710981;0.186199562906517;0.12833249989701;0.0371343677621315;0.0624952581298111
BDlnc_2176;Bradi1g00291;lnc_exonic_antisense;DevSeq;lnc_exonic_antisense;5.57231869135991;6.74785249817168;4.70152091768425;1.888796542777;2.25076075560277;2.36779024979765;0.23803911097707;0.124574023663876;0.479832327166656;5.79823392694197;6.75359284395967;5.96161427116432;7.86242180831501;7.8483813899738;6.17241533810504;4.47515917623924;3.77954792598618;4.12610586222852;35.3140572292011;32.9440877595657;40.4501104757306;5.91970215812468;6.5412552493189;7.30424773362238
Bradi1g00345;Bradi1g00345;protein_coding;phytozomeV.11;protein_coding;0.788548679654658;1.10733695657038;0.992052653947215;0.645907123363539;1.04924531033901;0.867788808297861;0.854727847658438;0.894464099632665;0.615502388409279;0.665917137764853;0.96511768821078;0.735685403772832;0.913911129811921;1.34835724455008;0.862116657804804;0.682414351320776;0.502020350461554;0.90781419996126;0.436340304217156;0.881598655852513;0.658732080473931;0.404778057649149;0.868484017912422;0.881862379066287
BDlnc_9;Bradi1g00345;lnc_intronic_antisense;DevSeq;lnc_intronic_antisense;1.26376919166905;1.76848961871771;1.21806187348464;0.30093938300703;0.133976507048583;0.148722558629305;1.56507849897715;0.653896036599854;1.42421553889267;2.1633545414827;2.4637212209386;2.23978790927283;0.865715562698396;0.573985771385771;0.680894065047292;0.635471870679227;0.411455378051405;0.704467652010179;1.1138731012683;0.892910064091827;0.938375584289621;0.732898548818277;1.68481577128071;0.818961350010099
Bradi1g00362;Bradi1g00362;protein_coding;phytozomeV.11;protein_coding;0.0781816970400172;0.348790668635048;0.36009850223663;0.37208919916692;0.330081881712429;0.369029802331962;1.35526197673868;2.01794519206849;1.76723298938144;0.140907696258343;0.178452815475918;0.0617573052094904;0.125961093417642;0.25715361897337;0.105424277566174;0.687002038842598;0.950128673841182;1.95550408040104;3.42890421984049;3.73780611983205;3.25080173588979;0.372128464837398;0.327346149500286;0.156382100556636
BDlnc_2180;Bradi1g00362;lnc_exonic_antisense;DevSeq;lnc_exonic_antisense;0.155254857081862;0.175220187677943;0.254609083065634;3.55454056650385;3.88814973353599;5.15869828458377;0.769238248972995;1.04937707206941;0.618113397706734;0.475370591832856;0.575679916085814;0.486246198400454;0.325623529467311;0.129386228726117;0.22949346442971;1.13537824271327;0.828874870306424;1.5077764218453;0.331841926848086;0.236376217883863;0.138344968106257;0.789597161509266;0.703355377309595;0.645750887185045
Bradi1g00485;Bradi1g00485;protein_coding;phytozomeV.11;protein_coding;0.945853106217736;0.74445582795098;0.704672662019135;4.88799102322937;1.96462189437452;4.49161121943278;0;0.149072332436798;0.285132163628028;1.36797537518152;1.16332343542511;1.25618678927262;0.393083368692354;0.286833555051245;0.346582739774416;0.903667218009457;0.527244360797227;0.694839494203708;16.655885175308;17.8751805883288;17.1972314189374;0.137966057850201;0.132982668865842;0.0851106437806632
BDlnc_2182;Bradi1g00485;lnc_exonic_antisense;DevSeq;lnc_exonic_antisense;0.409498241168964;0.125846707535724;0.237761017301271;0.710057393298283;0.596539168139706;0.610454068755382;0.184467416033016;0.676858108936023;0.371029575436619;1.00584021902173;0.861005118327972;0.817093848150782;1.23102281932319;1.17685020328044;1.12609613046642;0.3283889862221;0.480720665072528;0.544434597586578;0.264702350537919;0.236726658653643;0.442298010278445;0.79202820726812;0.651139407013938;0.885940157095273
Bradi1g00491;Bradi1g00491;protein_coding;phytozomeV.11;protein_coding;2.6782724805375;2.32129592020261;2.76855968345474;1.57868191466967;2.04660147481556;1.44955662465585;1.31867723174318;1.3029359866944;1.40057100723274;5.57813530772592;5.76737585456671;5.63107753089917;4.75243715299009;5.03675325480178;4.64537700727401;1.385140881538;1.38915006902243;1.66863078687829;0.808554204814347;0.386700618965231;0.575079546437007;2.75931686542444;2.66492012058525;2.5803273300676
Bradi1g00567;Bradi1g00567;protein_coding;phytozomeV.11;protein_coding;54.6605237520156;52.5167978504333;57.329524864193;42.481544690593;43.6289135571797;44.6417046613962;47.0328450390087;52.3527804520035;53.1550349962764;44.1346850448538;44.5743498078606;46.7661991263112;47.8012336486764;48.9753351858456;50.479993048171;51.188793403277;50.0607493318385;51.393995503456;104.623301742468;106.569260427249;107.484161466351;42.9564602660444;44.0943452463357;44.4222062189491
BDlnc_14;Bradi1g00567;lnc_intronic_antisense;DevSeq;lnc_intronic_antisense;0;0;0.0816371322531147;0.105141681469877;0.186078594583788;0;0.218904614575047;0;0.222493242348036;0;0.10057155566432;0;0.0712001133377643;0;0.119306136240201;0.110876271159133;0;0;0;0;0;0.0599785089074144;0;0
Bradi1g00580;Bradi1g00580;protein_coding;phytozomeV.11;protein_coding;27.771194306169;27.1791742652877;28.5155834413179;37.8371301427959;39.3868290733443;39.3395457376015;44.3595161423199;47.535637806287;45.6298367633269;28.4593136241603;28.0534410885273;28.9703261653309;32.3247132536775;31.6469754838191;32.0668275410207;40.0157954781283;41.1155929995874;39.4614843946664;40.2749510657153;40.0830856116813;38.2704944749716;40.2765520774222;35.3111067570619;35.3857094424468
BDlnc_15;Bradi1g00580;lnc_exonic_antisense;DevSeq;lnc_exonic_antisense;0.207668363699391;0;0;0.370183639905514;0.435136551766466;0.738608610397627;0.514061636887273;1.06773499193807;0.262076226831455;0.280813240925888;0.352624775362313;0.164833430933179;0.668676661703779;0.678169198601654;0.350687933061248;0.650149239016088;0.587322919180585;0.264010482691692;3.9749667007004;4.87836829472195;4.00891726857044;0.561603269160712;0.0631279505532579;0.208810699860066
Bradi1g00760;Bradi1g00760;protein_coding;phytozomeV.11;protein_coding;5.00769085922278;4.99028913004518;4.79983934272831;8.06914688586169;7.17245752379568;6.63841016985043;2.02600985913251;2.56619361261476;2.80831245036386;23.9513236543467;23.0039474539333;24.17410296895;45.5902793043555;51.051998521003;45.2930473298626;6.3751638748601;5.57835809531923;5.93027546928482;3.13636938484989;2.35407292932447;2.97827257663716;12.789300641601;12.7051817783186;12.6216589889837
