id;A.thaliana_root_whole_root_5d_(1);A.thaliana_root_whole_root_5d_(2);A.thaliana_root_whole_root_5d_(3);A.lyrata_root_whole_root_6d_(1);A.lyrata_root_whole_root_6d_(2);A.lyrata_root_whole_root_6d_(3);C.rubella_root_whole_root_4d_(1);C.rubella_root_whole_root_4d_(2);C.rubella_root_whole_root_4d_(3);E.salsugineum_root_whole_root_6d_(1);E.salsugineum_root_whole_root_6d_(2);E.salsugineum_root_whole_root_6d_(3);A.thaliana_hypocotyl_10d_(1);A.thaliana_hypocotyl_10d_(2);A.thaliana_hypocotyl_10d_(3);A.lyrata_hypocotyl_12d_(1);A.lyrata_hypocotyl_12d_(2);A.lyrata_hypocotyl_12d_(3);C.rubella_hypocotyl_9d_(1);C.rubella_hypocotyl_9d_(2);C.rubella_hypocotyl_9d_(3);E.salsugineum_hypocotyl_12d_(1);E.salsugineum_hypocotyl_12d_(2);E.salsugineum_hypocotyl_12d_(3);A.thaliana_leaf_1+2_7d_(1);A.thaliana_leaf_1+2_7d_(2);A.thaliana_leaf_1+2_7d_(3);A.lyrata_leaf_1+2_10d_(1);A.lyrata_leaf_1+2_10d_(2);A.lyrata_leaf_1+2_10d_(3);C.rubella_leaf_1+2_7d_(1);C.rubella_leaf_1+2_7d_(2);C.rubella_leaf_1+2_7d_(3);E.salsugineum_leaf_1+2_9d_(1);E.salsugineum_leaf_1+2_9d_(2);E.salsugineum_leaf_1+2_9d_(3);A.thaliana_apex_vegetative_7d_(1);A.thaliana_apex_vegetative_7d_(2);A.thaliana_apex_vegetative_7d_(3);A.lyrata_apex_vegetative_11d_(1);A.lyrata_apex_vegetative_11d_(2);A.lyrata_apex_vegetative_11d_(3);C.rubella_apex_vegetative_7d_(1);C.rubella_apex_vegetative_7d_(2);C.rubella_apex_vegetative_7d_(3);E.salsugineum_apex_vegetative_9d_(1);E.salsugineum_apex_vegetative_9d_(2);E.salsugineum_apex_vegetative_9d_(3);A.thaliana_apex_inflorescence_21d_(1);A.thaliana_apex_inflorescence_21d_(2);A.thaliana_apex_inflorescence_21d_(3);A.lyrata_apex_inflorescence_8w/10w/13d_(1);A.lyrata_apex_inflorescence_8w/10w/13d_(2);A.lyrata_apex_inflorescence_8w/10w/13d_(3);C.rubella_apex_inflorescence_6w/7w/17d_(1);C.rubella_apex_inflorescence_6w/7w/17d_(2);C.rubella_apex_inflorescence_6w/7w/17d_(3);E.salsugineum_apex_inflorescence_7w/8w/12d_(1);E.salsugineum_apex_inflorescence_7w/8w/12d_(2);E.salsugineum_apex_inflorescence_7w/8w/12d_(3);A.thaliana_flower_stg12_21d+_(1);A.thaliana_flower_stg12_21d+_(2);A.thaliana_flower_stg12_21d+_(3);A.lyrata_flower_stg12_8w/10w/15d_(1);A.lyrata_flower_stg12_8w/10w/15d_(2);A.lyrata_flower_stg12_8w/10w/15d_(3);C.rubella_flower_stg12_6w/7w/20d_(1);C.rubella_flower_stg12_6w/7w/20d_(2);C.rubella_flower_stg12_6w/7w/20d_(3);E.salsugineum_flower_stg12_7w/8w/15d_(1);E.salsugineum_flower_stg12_7w/8w/15d_(2);E.salsugineum_flower_stg12_7w/8w/15d_(3);A.thaliana_flower_stg12_stamens_21d+_(1);A.thaliana_flower_stg12_stamens_21d+_(2);A.thaliana_flower_stg12_stamens_21d+_(3);A.lyrata_flower_mid_stg12_stamens_8w/10w/24d_(1);A.lyrata_flower_mid_stg12_stamens_8w/10w/24d_(2);A.lyrata_flower_mid_stg12_stamens_8w/10w/24d_(3);C.rubella_flower_mid_stg12_stamens_6w/7w/20d_(1);C.rubella_flower_mid_stg12_stamens_6w/7w/20d_(2);C.rubella_flower_mid_stg12_stamens_6w/7w/20d_(3);E.salsugineum_flower_mid_stg12_stamens_7w/8w/17d_(1);E.salsugineum_flower_mid_stg12_stamens_7w/8w/17d_(2);E.salsugineum_flower_mid_stg12_stamens_7w/8w/17d_(3);A.thaliana_flower_early_stg12_carpels_21d+_(1);A.thaliana_flower_early_stg12_carpels_21d+_(2);A.thaliana_flower_early_stg12_carpels_21d+_(3);A.lyrata_flower_early_stg12_carpels_8w/10w/17d_(1);A.lyrata_flower_early_stg12_carpels_8w/10w/17d_(2);A.lyrata_flower_early_stg12_carpels_8w/10w/17d_(3);C.rubella_flower_early_stg12_carpels_6w/7w/21d_(1);C.rubella_flower_early_stg12_carpels_6w/7w/21d_(2);C.rubella_flower_early_stg12_carpels_6w/7w/21d_(3);E.salsugineum_flower_early_stg12_carpels_7w/8w/18d_(1);E.salsugineum_flower_early_stg12_carpels_7w/8w/18d_(2);E.salsugineum_flower_early_stg12_carpels_7w/8w/18d_(3)
AT1G08103:ALlnc_1427:CRlnc_1189:ESlnc_7481;11.305990680168254;11.074146333433776;9.469023300266711;0.046432767282448925;0.0496080577400066;0;10.008886793902873;10.458881666836772;11.51343987786515;6.304036225860815;7.2162473685774495;7.030412612881932;13.070669173157766;14.930352860867446;10.516176283909852;0;0;0;9.992135359029682;9.515023998352762;9.738342150182827;5.603147522777032;5.363853964437601;5.575335645378199;13.650242925921658;10.97780358063691;12.183175998451665;0;0;0.0617580764689833;8.017430630827514;8.139782878005427;7.049615122974312;3.2262643542637583;2.631444074236533;3.1709244537563324;11.673364668295102;12.560860271686913;13.19098963012613;0;0;0;15.942784248542306;13.647145208343014;15.076739915784492;11.089908259041527;10.252633953477673;11.10761209238357;20.419481668061515;24.52959444745124;18.446460910689055;0;0;0;17.359759059768752;17.12099667557904;17.28593588207605;9.539507296626587;9.614976759935676;9.87781680504132;3.40425518631852;4.475398308304579;6.089755527894946;0.06575185506988364;0.1928657233174737;0.09854868266518563;11.431399517348474;11.912400395684754;12.21500257105635;4.784817423130678;3.5801828524126256;4.072069173079482;4.852513105326169;4.9687253540111005;4.391390049840889;0.20799783721292198;0.36184743963794846;0.23990985779229315;7.108485439579656;6.77448256686701;5.58570422717092;1.5398373589876613;1.067550790969511;1.4247241637990347;12.711686886958253;10.72495520062874;11.546581895038468;0;0.02192984380563353;0.044000796335531826;20.72777839457326;21.63374935379162;19.86003278710546;9.416358510943576;8.851727832244123;9.623136269882133
AT1G08857:ALlnc_2154:CRlnc_1589:ESlnc_2405;3.3796730076894654;4.1386949661072805;4.453567370781018;0.6749560845143124;0.5839561344631858;0.7971970404267512;4.500237901593322;4.353006122991267;4.465648034713413;2.9296623412534095;1.9810163842534092;2.3400949072278325;4.363927690605803;4.170167907953246;4.053229662414374;0.18110461045394974;0.22705193346525207;0.14215647190939962;4.552345958186277;4.095094223613667;3.991884623872859;3.192956999833957;2.528707986135926;2.5929024185240666;4.911809860140744;5.121648099688772;4.962779239154925;0.6590342011572857;0.581843891491663;0.4465296075842121;3.9876521904849276;3.9629444294429113;3.7456841363918665;0.9893154770087172;1.4004808294136286;0.9925153796700809;2.8075352412691275;2.5741353299024667;2.902526624078904;0.25000427895624316;0.34736177603862206;0.3703030806555949;4.207113525894785;4.223933535852294;4.129065062276442;2.8706477533755526;2.174499008192112;2.447638252832716;3.1714606593658887;3.4227951548200743;3.127466204943976;0.6986909384944627;0.729495553753236;0.748711938536913;4.670209000216587;4.71007785754471;4.5361771592652955;3.8900099969885265;3.250979262144821;3.1332614198593336;3.0897637745424107;3.063907630196969;2.683294621523507;0.5497441348184389;0.47020295999668077;0.2841180990346753;3.1630280535789503;3.9282367653757726;3.6024764536498872;3.227001837418571;3.1762999205566897;2.835272463419456;1.516233567356566;1.4704796770958475;1.099817682452088;0.22880123754229792;0.5011369244922869;0.17586714281700389;3.783743174056419;4.56796811779137;3.630094776334196;3.963258577577144;2.715139644484904;3.1241082297430847;2.267928407633312;2.0158335805751064;2.004959833524429;0.6899832159198739;0.8703031470327238;0.7027464971827038;4.396852931643936;4.603999740673126;4.830119107759418;3.2940014414266168;2.917204392816175;2.865260731806884
AT1G09207:ALlnc_2238:CRlnc_1662:ESlnc_7833;0.5592722807996331;0.6024750682079105;0.5545110981309135;8.560072909949731;8.477403085436311;7.08539559073259;0.8091378841101438;0.5772848608557862;0.8378377805187873;1.1896160341758;0.851911248876601;0.9764134013394005;0.09502937143211795;0.18088569339703328;0.10240091140062403;0.6379283285439609;1.0291330483043137;0.5903988219615199;0.1687475735989554;0.06480195670356942;0.06573106502132998;0.2440173737450046;0.2059472639418604;0.20031648992497517;0.18285323819403088;0.28850376829013724;0.2987905419744089;1.7021751363911188;1.7831590493579685;1.3622294491019875;0.4738263437368313;0.46793380861869954;0.5043577510177617;1.4022059765644352;1.064013166046092;0.8778963185813119;0.461690008841837;0.5225837818683559;0.4642748836764159;0.8429375289125468;1.0144926184593122;1.0193747645928803;0.025395031031591003;0.02769169657334427;0.060597606276543765;0.42788956943199263;0.267230308620086;0.35534356629037644;1.7902726277629317;1.7034606445612954;1.7666586392498531;1.4324219453799332;1.3191545776346463;1.3166999917720272;0.0694951318111107;0.09825943046667135;0.07160862878637793;0.5202177398346524;0.4122175005116611;0.2493310639645667;1.5465001755173486;1.7858034948638568;1.820245750149543;6.367594605802945;5.562620406464475;5.7024619358766175;2.3926571940181094;2.3872683254490448;2.997763953625686;5.06864730531733;4.3085356334485185;4.886061553722074;0.6587427803039639;0.7769998648108806;0.8507809801055757;0.7372640821560945;0.5699807604982732;0.7110679604652241;0.3042875642329542;0.38098931532746405;0.4347262535939801;3.0071402937466774;4.158504383046847;3.2924214624209456;1.099370851399211;1.1300497237412634;1.254258020584018;1.476306988088045;1.2810100706420227;1.466202579040715;0.4256963566254033;0.47746453636173447;0.4148758779614407;0.4357969753336515;0.12611166020851913;0.17509656353154562
AT1G09377:ALlnc_7994:CRlnc_1326:ESlnc_4443;0.5092976873214906;0.7358124770755347;0.558433965923791;0.036982369500382986;0.07882905612365397;0.025930551707171907;0.9657384868623063;1.1525275523695533;0.7837113497255827;0.7479595794195218;1.001817275452405;0.8408461180589283;0.06689250053682905;0.08521677755817031;0.05782087990707294;0.031096302746034;0.03157555737175913;0.014823329166405294;0.49924562656922994;0.9596744101739563;0.8920159951277282;1.245054531071599;0.9227120311385897;1.0435527771196274;0.06450967428015426;0;0.3672960175675891;0.07653203588963846;0.08899124814468652;0.09799962513869094;0.3147044770846379;0.5291487433300418;0.1777741894303321;1.25743511106082;1.2395839375158888;0.9601942898340506;0.15747435443773772;0.08921624455889077;0.0937170592294542;0.12153904693783801;0.043472155069141295;0.026384230527642008;0.06259761683538233;0.23889129171316728;0.18689181528998824;1.4609073803457477;1.24475215957727;0.798062010617189;0.19155420765082576;0.11696950747102909;0.16910211547613677;0.04243109829105863;0.04494890669350916;0.043095704209841275;0.34270228188430113;0.33318081194737315;0.20615703477110572;0.9330232662407538;0.7444369463841445;0.7431420883665744;0.23055968464260926;0.3450118131044326;0.24813742381857426;0.15714407323117657;0.10234540513393652;0.08667602319184933;0.1231619370122409;0.2646840018571235;0.3405647076949335;1.6275477480315126;1.4828556035734963;0.8977889538885051;0;0;0;0.08337957051006087;0.21486266925952383;0.051276864784248165;0;0.04707926743235647;0.14645818777741074;2.227981337236197;2.5529350643947435;2.4254910845911253;0.5033375705949039;0.3832114537971698;0.44248807374632215;0.09492397267688435;0.12826534341905327;0.1167177672623088;0.9053061186114899;0.8999313653286223;1.2048551125782727;0.8633161263743965;0.8456881824503716;1.1458152939470325
AT1G09797:ALlnc_2948:CRlnc_2606:ESlnc_668;226.56295960170988;280.8579667687919;240.77166812113668;73.48440780937972;65.96578806249977;76.5146284300042;10.985795068639653;18.86489315845059;13.457738918818816;181.72819115720006;216.52042799599533;192.1962785856156;400.72457014512935;397.12691263049425;420.0142565261481;63.45542406106;75.87988999726761;74.44639046426278;15.860478895490205;12.518615268942282;10.734555925962846;173.23472828879986;187.45630162834584;234.63178582126133;328.63592067965266;380.6329886392077;391.7158915352744;129.28939596994195;118.37734099302558;129.76970725852536;1.2228285522377187;0.9358659986717338;1.9039454353113723;291.98914490223115;305.24967781832277;309.5605100344939;158.09534478222463;167.39977208305356;231.34787880372573;98.28963630946028;95.89673742465634;104.40650091484801;0.48055825470092006;1.832468646319842;0.4365237703873064;145.6975240392104;239.53175162742028;180.209082333744;187.778590215072;207.04757748601645;233.62317273961986;45.88673697985559;38.86624261863711;35.9586830425341;1.3213264793790225;0.5852960638512879;1.4933161492446474;47.76467783707653;70.3536085025686;67.37340247169796;632.2365703139237;663.1669905108671;640.5228673851167;155.25892867713856;138.66809890350788;145.45957329486717;7.837805660070869;7.220825062888269;12.88095022628624;70.11944128159806;58.081911195659536;55.083043964846844;619.7641204048481;721.305562704061;521.0816515154762;154.10413735244407;160.64114046379206;154.70595567693394;29.851817298273456;9.00703419494421;21.12454663120804;203.32187446132042;124.42506429334895;113.53139798387188;180.15911046659107;193.31036125229397;217.29957427179266;134.45595736544448;127.50698613172028;129.4313546385331;3.4594922352970974;5.762085977187406;6.615420981116318;81.9175588603554;77.6084397940701;65.00452504265591
AT1G16489:ALlnc_193:CRlnc_162:ESlnc_4883;3.461725112261907;3.4111250653497645;2.7349406651408037;2.0146955086393654;1.860672085473831;2.0089242802810516;1.8405834066612106;1.8751032617692143;2.302818029348538;0.3593924517604284;0.5014270661335262;0.5050323055940753;3.183330586187452;3.0145787087235125;2.9194651179104034;2.7199041710664296;3.170954109125143;3.097106378025499;2.018572555570144;2.5045259951940895;2.41985254264155;0.8568646308880897;0.8867213935285727;0.504310205561014;3.0488958658601177;3.1781736546383086;3.002420987770718;3.0516457335624114;3.2340294757043604;3.2733181287955593;1.8657492634191015;1.495931413371044;1.948466079351088;0.15104896100694676;0.14317716953898582;0.10117912502830724;3.48084197134504;3.6162786539209524;3.257578664177994;2.237269427960421;2.835963284034051;1.8588473015736546;1.6369602879344693;2.534782940093573;2.1131498792206176;0.6434657038041572;0.3833970761529256;0.3515142089670914;5.254115583377849;4.32576541777769;4.758183344576404;3.1875830850184532;4.229521081243677;3.9531307161282596;3.153296871792892;2.925243575587879;3.324907039595558;1.1741620279520115;1.3619278250663667;1.5429338731735196;3.0349592225949884;3.3911320826625473;3.1709021984036085;3.28744245791509;3.0214691724814697;3.110011564693279;1.9219213407572642;2.3468055574796387;2.446497561366829;1.4352900724427697;1.2988529849610186;1.055029042944202;2.635989946759777;2.985647574645904;2.6970156321818024;4.206438025618189;3.815162946042702;2.3720130288299104;2.2402667115847477;2.550481270071418;2.383720818619143;0.882826846167125;1.5224846615551144;1.503066774212165;4.430781337035783;3.952835696933364;4.656751469210114;1.7843177648243256;2.5353188239479514;2.6547896233161032;3.0770073189255416;3.667163558888443;3.121980138641742;0.9238132037574781;1.0279791499880868;0.895227410577757
AT1G17232:ALlnc_910:CRlnc_691:ESlnc_5747;0.8537088429244789;1.089567510291229;0.9589999539973021;2.7527548838138856;2.6650644200052915;2.599528689600354;0.8036361026117171;0.7690215082269082;0.7626050800909533;0;0.2805922716145867;0.2543309967711023;1.6063111173239752;1.6488260350065187;1.4083524770805171;3.1345688125394626;3.071751280415932;2.987020779376073;1.1159023079655246;1.0270209155722705;1.4881579839589436;0.1767298638545921;0.1660240651090461;0.16585059893838663;1.5435325837239917;1.8002459079729578;1.7942979700298871;1.7750180716383384;1.686974728693058;1.6124393104532695;0.4058173952596001;0.5001109865644922;0.577764445158092;0.4556750872594287;0.21435349247153998;0.47184334918661663;2.48429511487898;2.1827319246946604;1.9874220951720507;2.257292086924711;2.4403849518825855;2.5228272219852106;0.9524058155782125;1.3022328016351106;0.737938424181631;0.6583417930502199;1.0010982370401535;1.327866578666718;3.1867973293632317;3.3512738271478217;3.0895070278428713;5.225804190992174;5.379229660539713;5.4364391674691666;0.6281288237953843;1.1770703344419178;1.037893302368729;1.3302985078587914;1.1425243991827863;0.6239994966197899;2.9606175609317615;2.733712715677086;2.401088771237257;2.487290711144256;2.5931662374406366;2.4796742207556055;0.27421788125316177;0.47387816522599724;0.2527223001562344;0.8943400070318098;0.682254576372778;0.3617480703643936;1.5211417666762328;1.7851320581949968;1.524282574418309;1.7972386678442236;1.8320978159838948;1.7300912072603956;0.7080275345331284;0.4323459022772222;0.554307371038413;1.9009903915565218;0.9976702846127705;1.0714264401396951;3.135179693305718;3.5111108967542846;3.508180371107983;4.226520709540158;4.193504448135178;4.1301790895800075;0.8140759276389089;0.8593970155846676;0.9071467486349073;0.8073656353738807;0.5557844342461238;1.0235371062936307
AT1G20691:ALlnc_245:CRlnc_6408:ESlnc_5699;3.8372070177482;3.3259245159481976;3.6466543636795437;0;0;0;14.349105224750845;15.896696294738977;17.952963314929995;2.210833524192588;2.0596683156486546;2.2470750311498597;4.842237810110959;4.399860950703682;3.690900327307006;0;0;0;14.236036669907461;15.250230633481994;14.262888957067814;2.48858448876032;2.361407585269132;2.4625194371753105;8.017144220801105;7.6311584187676536;6.923451563632607;0;0;0;8.50055617615887;8.181183226858952;8.168981780204549;1.4047033893540555;1.8043611302377056;1.6828920562479197;6.097005183744146;5.714815416213644;5.36828823978212;0;0.025111999481099687;0;16.95627866914445;16.253854576855858;16.899468431874414;4.817969037802228;4.48721758241689;4.972407397620828;9.035704656621173;9.2360921248087;8.474726564432471;0;0;0;16.046099637323834;14.268068807330618;13.564813254328515;6.052031378615889;5.599791051885194;5.8019599262344235;6.328869235206592;6.579147021122051;5.860261680464606;0.06060680654484664;0.17774919616578955;0.09074012501616888;15.358539145999417;12.747247561397913;14.351554400194432;1.9887909985000312;2.2365792739429318;2.319271070876012;2.584562601827351;2.002376107182904;2.4862679406225836;0.575775499695118;0.8161473156760028;1.5937960518920105;9.595990808086151;8.40892491827111;10.111801168279534;0.543530238217908;0.6847780101278667;0.8317684354765713;11.59499742397273;10.567825442873433;10.598051076613778;0;0.020217755163183228;0;23.235940320756807;23.445212396361747;21.989968476485725;6.2493309685410035;6.119246919166108;5.7382409270341554
AT1G28715:ALlnc_6977:CRlnc_903:ESlnc_5598;8.104689482033864;6.65414236671445;7.317651561070658;2.2174144685740496;2.708433250439033;2.6428828219257543;1.3194552200495615;1.0254954199577515;1.0814604266960435;7.849690655118275;7.924921775558978;7.388270972429789;11.312556424301153;10.183137335976276;13.498564095249415;0.5029129955312821;0.3848663780558835;0.7810590404119067;1.9694614689273662;2.142573264180071;1.9980687651222884;7.603751308323783;8.859566944411974;8.017721839173953;11.12154302285862;11.995989981906144;10.77989033417255;0.7024602883540876;1.0170186239972274;1.150376199856456;1.571082793095153;1.6676663112333563;1.1925293541086603;7.738635653723299;9.684868642526348;9.000616496952512;17.416792266018806;16.562570221171526;20.386447173731284;1.9522903687010726;1.7058077535221594;2.5799325674422215;2.5064230320553187;2.5864784228599125;2.161009653580297;8.064068609359435;7.313657675635511;9.086908106692169;18.98120480473213;21.10608331072135;19.515346929832507;0.1693476134449104;0.6610203577952154;0.46070087239168567;2.9448508756205434;3.0149965862799286;2.501073331315235;9.684240960986664;10.145041232379088;8.465020794935276;14.201907922291864;12.818573376321162;11.40094396734589;0.8558060671899007;0.5989473123307608;0.5069296531033686;1.788776957235791;1.8843832051337936;1.986675222621689;7.1874515234414575;7.457169131692397;7.459069644393439;7.285423916699559;9.081995064034414;9.469610813512757;2.443065542376425;2.404927691059411;1.84578014623117;1.5937719146983638;1.5889842179115499;1.4657215837141635;11.620161423234284;9.341216452962398;9.53209201656025;20.53691155962348;22.269439496384212;21.92613236476707;0.6330723274319926;0.5222586274442784;0.662407716152605;2.871165478005867;2.926542235615585;2.350262144844794;10.334555063799666;11.095745812142159;9.912864055196174
AT1G51645:ALlnc_556:CRlnc_452:ESlnc_7176;3.8426065111931256;3.7743061780812597;3.6059339217319297;0.8790924975948543;1.0984760793018182;0.935361440486458;3.904652736259501;2.540368712775499;2.2253914286394343;0;0.030456580418231363;0;4.443065753889101;4.478998323125257;3.9685093284767188;1.6433180924671797;1.626620895463729;1.8015453298351731;3.937257993358944;3.5579877266602464;3.4305025622428222;0;0;0;3.502750173593836;3.6304525818752396;3.4375812055748356;0.7946338567017077;1.0289601427148705;1.1641493086296968;1.4864666634927546;1.2010865665243708;1.0988310492909947;0;0;0;5.482783182664555;4.720658862429329;5.067910681197219;1.6329170547690504;1.4930353066040083;1.6145853653996558;3.242564953399793;3.0827275265837986;2.7914505843399535;0;0.06209983240099625;0;7.0290217574358635;6.316181381167177;6.832838453036161;1.9318742640548057;2.019709858864495;2.493371341532652;2.8851120252022833;2.7223604572485756;2.279051231554201;0;0;0;3.2550679158421447;3.2331539859369034;3.2636503858086203;0.7532532296259619;0.8366114207112507;0.5794648315976897;1.3445079772055508;1.1263438164552788;1.7558660624363818;0.03768906528254784;0.07211257533339101;0.07592563552377564;1.8779706330722459;1.7524125286465755;1.3709948564870007;0.48981635714674543;0.7005178032449467;0.9488300580230876;0.6862673343435779;1.7260037709631575;0.5129554794637889;0.1805971098624745;0.3169843645663334;0.3931447176684535;5.481780850529907;4.4263188694837305;5.202129849070679;1.7024798894463542;1.4580172796030593;1.602829154370769;1.7394809159871512;2.000210640086679;1.917064759162502;0.02895867392421601;0;0
